"ID";"Woningkenmerken";"RegioS";"Perioden";"GemiddeldAardgasverbruik_1";"GemiddeldElektriciteitsverbruik_2";"Stadsverwarming_3"
"28107";"1014800";"GM0866";"2013JJ00";"    2450";"    4050";"       ."
"28108";"1014800";"GM0866";"2014JJ00";"    1850";"    3900";"       ."
"28109";"1014800";"GM0866";"2015JJ00";"    1990";"    3820";"       ."
"28110";"1014800";"GM0866";"2016JJ00";"    2010";"    3740";"       ."
"28111";"1014800";"GM0866";"2017JJ00";"    1960";"    3640";""
"28112";"1014800";"GM0867";"2010JJ00";"       .";"       .";"       ."
"28113";"1014800";"GM0867";"2011JJ00";"       .";"       .";"       ."
"28114";"1014800";"GM0867";"2012JJ00";"    1900";"    4050";"       ."
"28115";"1014800";"GM0867";"2013JJ00";"    2000";"    4000";"       ."
"28116";"1014800";"GM0867";"2014JJ00";"    1450";"    3850";"       ."
"28117";"1014800";"GM0867";"2015JJ00";"    1560";"    3740";"       ."
"28118";"1014800";"GM0867";"2016JJ00";"    1610";"    3700";"       ."
"28119";"1014800";"GM0867";"2017JJ00";"    1550";"    3640";""
"28120";"1014800";"GM0627";"2010JJ00";"       .";"       .";"       ."
"28121";"1014800";"GM0627";"2011JJ00";"       .";"       .";"       ."
"28122";"1014800";"GM0627";"2012JJ00";"    1600";"    3800";"       ."
"28123";"1014800";"GM0627";"2013JJ00";"    1750";"    3700";"       ."
"28124";"1014800";"GM0627";"2014JJ00";"    1300";"    3600";"       ."
"28125";"1014800";"GM0627";"2015JJ00";"    1380";"    3540";"       ."
"28126";"1014800";"GM0627";"2016JJ00";"    1410";"    3450";"       ."
"28127";"1014800";"GM0627";"2017JJ00";"    1360";"    3400";""
"28128";"1014800";"GM0289";"2010JJ00";"       .";"       .";"       ."
"28129";"1014800";"GM0289";"2011JJ00";"       .";"       .";"       ."
"28130";"1014800";"GM0289";"2012JJ00";"    1650";"    3400";"       ."
"28131";"1014800";"GM0289";"2013JJ00";"    1750";"    3250";"       ."
"28132";"1014800";"GM0289";"2014JJ00";"    1300";"    3150";"       ."
"28133";"1014800";"GM0289";"2015JJ00";"    1410";"    3100";"       ."
"28134";"1014800";"GM0289";"2016JJ00";"    1460";"    2980";"       ."
"28135";"1014800";"GM0289";"2017JJ00";"    1420";"    2900";""
"28136";"1014800";"GM0629";"2010JJ00";"       .";"       .";"       ."
"28137";"1014800";"GM0629";"2011JJ00";"       .";"       .";"       ."
"28138";"1014800";"GM0629";"2012JJ00";"    2700";"    4200";"       ."
"28139";"1014800";"GM0629";"2013JJ00";"    2850";"    4100";"       ."
"28140";"1014800";"GM0629";"2014JJ00";"    2200";"    4050";"       ."
"28141";"1014800";"GM0629";"2015JJ00";"    2340";"    4020";"       ."
"28142";"1014800";"GM0629";"2016JJ00";"    2400";"    3950";"       ."
"28143";"1014800";"GM0629";"2017JJ00";"    2310";"    3910";""
"28144";"1014800";"GM0852";"2010JJ00";"       .";"       .";"       ."
"28145";"1014800";"GM0852";"2011JJ00";"       .";"       .";"       ."
"28146";"1014800";"GM0852";"2012JJ00";"    1950";"    3900";"       ."
"28147";"1014800";"GM0852";"2013JJ00";"    2100";"    3800";"       ."
"28148";"1014800";"GM0852";"2014JJ00";"    1550";"    3600";"       ."
"28149";"1014800";"GM0852";"2015JJ00";"    1680";"    3530";"       ."
"28150";"1014800";"GM0852";"2016JJ00";"    1750";"    3480";"       ."
"28151";"1014800";"GM0852";"2017JJ00";"    1670";"    3400";""
"28152";"1014800";"GM0988";"2010JJ00";"       .";"       .";"       ."
"28153";"1014800";"GM0988";"2011JJ00";"       .";"       .";"       ."
"28154";"1014800";"GM0988";"2012JJ00";"    1950";"    3850";"       ."
"28155";"1014800";"GM0988";"2013JJ00";"    2050";"    3800";"       ."
"28156";"1014800";"GM0988";"2014JJ00";"    1550";"    3700";"       ."
"28157";"1014800";"GM0988";"2015JJ00";"    1640";"    3640";"       ."
"28158";"1014800";"GM0988";"2016JJ00";"    1700";"    3580";"       ."
"28159";"1014800";"GM0988";"2017JJ00";"    1640";"    3530";""
"28160";"1014800";"GM0457";"2010JJ00";"       .";"       .";"       ."
"28161";"1014800";"GM0457";"2011JJ00";"       .";"       .";"       ."
"28162";"1014800";"GM0457";"2012JJ00";"    1450";"    3350";"       ."
"28163";"1014800";"GM0457";"2013JJ00";"    1550";"    3300";"       ."
"28164";"1014800";"GM0457";"2014JJ00";"    1200";"    3200";"       ."
"28165";"1014800";"GM0457";"2015JJ00";"    1260";"    3160";"       ."
"28166";"1014800";"GM0457";"2016JJ00";"    1310";"    3080";"       ."
"28167";"1014800";"GM0457";"2017JJ00";"    1260";"    2990";""
"28168";"1014800";"GM0870";"2010JJ00";"       .";"       .";"       ."
"28169";"1014800";"GM0870";"2011JJ00";"       .";"       .";"       ."
"28170";"1014800";"GM0870";"2012JJ00";"    2000";"    4150";"       ."
"28171";"1014800";"GM0870";"2013JJ00";"    2050";"    4100";"       ."
"28172";"1014800";"GM0870";"2014JJ00";"    1500";"    3950";"       ."
"28173";"1014800";"GM0870";"2015JJ00";"    1630";"    3850";"       ."
"28174";"1014800";"GM0870";"2016JJ00";"    1660";"    3750";"       ."
"28175";"1014800";"GM0870";"2017JJ00";"    1590";"    3700";""
"28176";"1014800";"GM0459";"2010JJ00";"       .";"       .";"       ."
"28177";"1014800";"GM0459";"2011JJ00";"";"";""
"28178";"1014800";"GM0459";"2012JJ00";"";"";""
"28179";"1014800";"GM0459";"2013JJ00";"";"";""
"28180";"1014800";"GM0459";"2014JJ00";"";"";""
"28181";"1014800";"GM0459";"2015JJ00";"";"";""
"28182";"1014800";"GM0459";"2016JJ00";"";"";""
"28183";"1014800";"GM0459";"2017JJ00";"";"";""
"28184";"1014800";"GM0668";"2010JJ00";"       .";"       .";"       ."
"28185";"1014800";"GM0668";"2011JJ00";"       .";"       .";"       ."
"28186";"1014800";"GM0668";"2012JJ00";"    2200";"    4450";"       ."
"28187";"1014800";"GM0668";"2013JJ00";"    2350";"    4300";"       ."
"28188";"1014800";"GM0668";"2014JJ00";"    1750";"    4100";"       ."
"28189";"1014800";"GM0668";"2015JJ00";"    1860";"    4030";"       ."
"28190";"1014800";"GM0668";"2016JJ00";"    1930";"    3890";"       ."
"28191";"1014800";"GM0668";"2017JJ00";"    1870";"    3800";""
"28192";"1014800";"GM1701";"2010JJ00";"       .";"       .";"       ."
"28193";"1014800";"GM1701";"2011JJ00";"       .";"       .";"       ."
"28194";"1014800";"GM1701";"2012JJ00";"    2300";"    4000";"       ."
"28195";"1014800";"GM1701";"2013JJ00";"    2450";"    3950";"       ."
"28196";"1014800";"GM1701";"2014JJ00";"    1800";"    3750";"       ."
"28197";"1014800";"GM1701";"2015JJ00";"    1920";"    3650";"       ."
"28198";"1014800";"GM1701";"2016JJ00";"    2030";"    3580";"       ."
"28199";"1014800";"GM1701";"2017JJ00";"    1930";"    3510";""
"28200";"1014800";"GM0293";"2010JJ00";"       .";"       .";"       ."
"28201";"1014800";"GM0293";"2011JJ00";"       .";"       .";"       ."
"28202";"1014800";"GM0293";"2012JJ00";"    1200";"    3950";"       ."
"28203";"1014800";"GM0293";"2013JJ00";"    1300";"    3800";"       ."
"28204";"1014800";"GM0293";"2014JJ00";"     950";"    3700";"       ."
"28205";"1014800";"GM0293";"2015JJ00";"    1020";"    3590";"       ."
"28206";"1014800";"GM0293";"2016JJ00";"    1060";"    3490";"       ."
"28207";"1014800";"GM0293";"2017JJ00";"    1020";"    3370";""
"28208";"1014800";"GM1783";"2010JJ00";"       .";"       .";"       ."
"28209";"1014800";"GM1783";"2011JJ00";"       .";"       .";"       ."
"28210";"1014800";"GM1783";"2012JJ00";"    1600";"    4000";"       ."
"28211";"1014800";"GM1783";"2013JJ00";"    1700";"    3900";"       ."
"28212";"1014800";"GM1783";"2014JJ00";"    1250";"    3700";"       ."
"28213";"1014800";"GM1783";"2015JJ00";"    1340";"    3660";"       ."
"28214";"1014800";"GM1783";"2016JJ00";"    1380";"    3590";"       ."
"28215";"1014800";"GM1783";"2017JJ00";"    1320";"    3500";""
"28216";"1014800";"GM0098";"2010JJ00";"       .";"       .";"       ."
"28217";"1014800";"GM0098";"2011JJ00";"       .";"       .";"       ."
"28218";"1014800";"GM0098";"2012JJ00";"    2200";"    3700";"       ."
"28219";"1014800";"GM0098";"2013JJ00";"    2250";"    3600";"       ."
"28220";"1014800";"GM0098";"2014JJ00";"    1650";"    3450";"       ."
"28221";"1014800";"GM0098";"2015JJ00";"    1770";"    3390";"       ."
"28222";"1014800";"GM0098";"2016JJ00";"    1870";"    3240";"       ."
"28223";"1014800";"GM0098";"2017JJ00";"    1760";"    3170";""
"28224";"1014800";"GM0614";"2010JJ00";"       .";"       .";"       ."
"28225";"1014800";"GM0614";"2011JJ00";"       .";"       .";"       ."
"28226";"1014800";"GM0614";"2012JJ00";"    2100";"    4200";"       ."
"28227";"1014800";"GM0614";"2013JJ00";"    2250";"    4200";"       ."
"28228";"1014800";"GM0614";"2014JJ00";"    1700";"    3950";"       ."
"28229";"1014800";"GM0614";"2015JJ00";"    1790";"    3950";"       ."
"28230";"1014800";"GM0614";"2016JJ00";"    1860";"    3890";"       ."
"28231";"1014800";"GM0614";"2017JJ00";"    1770";"    3820";""
"28232";"1014800";"GM0189";"2010JJ00";"       .";"       .";"       ."
"28233";"1014800";"GM0189";"2011JJ00";"       .";"       .";"       ."
"28234";"1014800";"GM0189";"2012JJ00";"    2300";"    4300";"       ."
"28235";"1014800";"GM0189";"2013JJ00";"    2500";"    4200";"       ."
"28236";"1014800";"GM0189";"2014JJ00";"    1650";"    4000";"       ."
"28237";"1014800";"GM0189";"2015JJ00";"    1800";"    3930";"       ."
"28238";"1014800";"GM0189";"2016JJ00";"    1820";"    3840";"       ."
"28239";"1014800";"GM0189";"2017JJ00";"    1810";"    3760";""
"28240";"1014800";"GM0462";"2010JJ00";"       .";"       .";"       ."
"28241";"1014800";"GM0462";"2011JJ00";"       .";"       .";"       ."
"28242";"1014800";"GM0462";"2012JJ00";"";"";""
"28243";"1014800";"GM0462";"2013JJ00";"";"";""
"28244";"1014800";"GM0462";"2014JJ00";"";"";""
"28245";"1014800";"GM0462";"2015JJ00";"";"";""
"28246";"1014800";"GM0462";"2016JJ00";"";"";""
"28247";"1014800";"GM0462";"2017JJ00";"";"";""
"28248";"1014800";"GM0463";"2010JJ00";"       .";"       .";"       ."
"28249";"1014800";"GM0463";"2011JJ00";"       .";"       .";"       ."
"28250";"1014800";"GM0463";"2012JJ00";"";"";""
"28251";"1014800";"GM0463";"2013JJ00";"";"";""
"28252";"1014800";"GM0463";"2014JJ00";"";"";""
"28253";"1014800";"GM0463";"2015JJ00";"";"";""
"28254";"1014800";"GM0463";"2016JJ00";"";"";""
"28255";"1014800";"GM0463";"2017JJ00";"";"";""
"28256";"1014800";"GM0296";"2010JJ00";"       .";"       .";"       ."
"28257";"1014800";"GM0296";"2011JJ00";"       .";"       .";"       ."
"28258";"1014800";"GM0296";"2012JJ00";"    1750";"    4050";"       ."
"28259";"1014800";"GM0296";"2013JJ00";"    1900";"    3950";"       ."
"28260";"1014800";"GM0296";"2014JJ00";"    1400";"    3800";"       ."
"28261";"1014800";"GM0296";"2015JJ00";"    1520";"    3740";"       ."
"28262";"1014800";"GM0296";"2016JJ00";"    1580";"    3630";"       ."
"28263";"1014800";"GM0296";"2017JJ00";"    1530";"    3520";""
"28264";"1014800";"GM1696";"2010JJ00";"       .";"       .";"       ."
"28265";"1014800";"GM1696";"2011JJ00";"       .";"       .";"       ."
"28266";"1014800";"GM1696";"2012JJ00";"    2150";"    4100";"       ."
"28267";"1014800";"GM1696";"2013JJ00";"    2300";"    4000";"       ."
"28268";"1014800";"GM1696";"2014JJ00";"    1750";"    3900";"       ."
"28269";"1014800";"GM1696";"2015JJ00";"    1850";"    3840";"       ."
"28270";"1014800";"GM1696";"2016JJ00";"    1930";"    3730";"       ."
"28271";"1014800";"GM1696";"2017JJ00";"    1840";"    3650";""
"28272";"1014800";"GM0352";"2010JJ00";"       .";"       .";"       ."
"28273";"1014800";"GM0352";"2011JJ00";"       .";"       .";"       ."
"28274";"1014800";"GM0352";"2012JJ00";"    1750";"    4100";"       ."
"28275";"1014800";"GM0352";"2013JJ00";"    1850";"    4000";"       ."
"28276";"1014800";"GM0352";"2014JJ00";"    1350";"    3800";"       ."
"28277";"1014800";"GM0352";"2015JJ00";"    1480";"    3730";"       ."
"28278";"1014800";"GM0352";"2016JJ00";"    1540";"    3630";"       ."
"28279";"1014800";"GM0352";"2017JJ00";"    1480";"    3540";""
"28280";"1014800";"GM0053";"2010JJ00";"       .";"       .";"       ."
"28281";"1014800";"GM0053";"2011JJ00";"       .";"       .";"       ."
"28282";"1014800";"GM0053";"2012JJ00";"    2150";"    3600";"       ."
"28283";"1014800";"GM0053";"2013JJ00";"    2250";"    3550";"       ."
"28284";"1014800";"GM0053";"2014JJ00";"    1700";"    3350";"       ."
"28285";"1014800";"GM0053";"2015JJ00";"    1780";"    3190";"       ."
"28286";"1014800";"GM0053";"2016JJ00";"    1860";"    3030";"       ."
"28287";"1014800";"GM0053";"2017JJ00";"    1740";"    2890";""
"28288";"1014800";"GM0294";"2010JJ00";"       .";"       .";"       ."
"28289";"1014800";"GM0294";"2011JJ00";"       .";"       .";"       ."
"28290";"1014800";"GM0294";"2012JJ00";"    1900";"    3850";"       ."
"28291";"1014800";"GM0294";"2013JJ00";"    2050";"    3700";"       ."
"28292";"1014800";"GM0294";"2014JJ00";"    1500";"    3550";"       ."
"28293";"1014800";"GM0294";"2015JJ00";"    1620";"    3470";"       ."
"28294";"1014800";"GM0294";"2016JJ00";"    1690";"    3330";"       ."
"28295";"1014800";"GM0294";"2017JJ00";"    1650";"    3220";""
"28296";"1014800";"GM0873";"2010JJ00";"       .";"       .";"       ."
"28297";"1014800";"GM0873";"2011JJ00";"       .";"       .";"       ."
"28298";"1014800";"GM0873";"2012JJ00";"    2000";"    4150";"       ."
"28299";"1014800";"GM0873";"2013JJ00";"    2150";"    4100";"       ."
"28300";"1014800";"GM0873";"2014JJ00";"    1550";"    4000";"       ."
"28301";"1014800";"GM0873";"2015JJ00";"    1700";"    3890";"       ."
"28302";"1014800";"GM0873";"2016JJ00";"    1730";"    3800";"       ."
"28303";"1014800";"GM0873";"2017JJ00";"    1650";"    3750";""
"28304";"1014800";"GM0632";"2010JJ00";"       .";"       .";"       ."
"28305";"1014800";"GM0632";"2011JJ00";"       .";"       .";"       ."
"28306";"1014800";"GM0632";"2012JJ00";"    1650";"    3800";"       ."
"28307";"1014800";"GM0632";"2013JJ00";"    1800";"    3750";"       ."
"28308";"1014800";"GM0632";"2014JJ00";"    1350";"    3650";"       ."
"28309";"1014800";"GM0632";"2015JJ00";"    1430";"    3560";"       ."
"28310";"1014800";"GM0632";"2016JJ00";"    1480";"    3500";"       ."
"28311";"1014800";"GM0632";"2017JJ00";"    1430";"    3420";""
"28312";"1014800";"GM1690";"2010JJ00";"       .";"       .";"       ."
"28313";"1014800";"GM1690";"2011JJ00";"       .";"       .";"       ."
"28314";"1014800";"GM1690";"2012JJ00";"    2350";"    4200";"       ."
"28315";"1014800";"GM1690";"2013JJ00";"    2550";"    4150";"       ."
"28316";"1014800";"GM1690";"2014JJ00";"    1900";"    3950";"       ."
"28317";"1014800";"GM1690";"2015JJ00";"    2000";"    3840";"       ."
"28318";"1014800";"GM1690";"2016JJ00";"    2110";"    3770";"       ."
"28319";"1014800";"GM1690";"2017JJ00";"    2000";"    3670";""
"28320";"1014800";"GM0880";"2010JJ00";"       .";"       .";"       ."
"28321";"1014800";"GM0880";"2011JJ00";"       .";"       .";"       ."
"28322";"1014800";"GM0880";"2012JJ00";"    1750";"    3850";"       ."
"28323";"1014800";"GM0880";"2013JJ00";"    1900";"    3700";"       ."
"28324";"1014800";"GM0880";"2014JJ00";"    1400";"    3600";"       ."
"28325";"1014800";"GM0880";"2015JJ00";"    1510";"    3510";"       ."
"28326";"1014800";"GM0880";"2016JJ00";"    1560";"    3420";"       ."
"28327";"1014800";"GM0880";"2017JJ00";"    1490";"    3350";""
"28328";"1014800";"GM0351";"2010JJ00";"       .";"       .";"       ."
"28329";"1014800";"GM0351";"2011JJ00";"       .";"       .";"       ."
"28330";"1014800";"GM0351";"2012JJ00";"    1950";"    4000";"       ."
"28331";"1014800";"GM0351";"2013JJ00";"    2100";"    3950";"       ."
"28332";"1014800";"GM0351";"2014JJ00";"    1550";"    3800";"       ."
"28333";"1014800";"GM0351";"2015JJ00";"    1680";"    3750";"       ."
"28334";"1014800";"GM0351";"2016JJ00";"    1730";"    3650";"       ."
"28335";"1014800";"GM0351";"2017JJ00";"    1660";"    3570";""
"28336";"1014800";"GM0874";"2010JJ00";"       .";"       .";"       ."
"28337";"1014800";"GM0874";"2011JJ00";"       .";"       .";"       ."
"28338";"1014800";"GM0874";"2012JJ00";"    2050";"    4250";"       ."
"28339";"1014800";"GM0874";"2013JJ00";"    2200";"    4250";"       ."
"28340";"1014800";"GM0874";"2014JJ00";"    1550";"    4100";"       ."
"28341";"1014800";"GM0874";"2015JJ00";"    1660";"    3960";"       ."
"28342";"1014800";"GM0874";"2016JJ00";"    1690";"    3870";"       ."
"28343";"1014800";"GM0874";"2017JJ00";"    1620";"    3840";""
"28344";"1014800";"GM0710";"2010JJ00";"       .";"       .";"       ."
"28345";"1014800";"GM0710";"2011JJ00";"";"";""
"28346";"1014800";"GM0710";"2012JJ00";"";"";""
"28347";"1014800";"GM0710";"2013JJ00";"";"";""
"28348";"1014800";"GM0710";"2014JJ00";"";"";""
"28349";"1014800";"GM0710";"2015JJ00";"";"";""
"28350";"1014800";"GM0710";"2016JJ00";"";"";""
"28351";"1014800";"GM0710";"2017JJ00";"";"";""
"28352";"1014800";"GM0683";"2010JJ00";"       .";"       .";"       ."
"28353";"1014800";"GM0683";"2011JJ00";"";"";""
"28354";"1014800";"GM0683";"2012JJ00";"";"";""
"28355";"1014800";"GM0683";"2013JJ00";"";"";""
"28356";"1014800";"GM0683";"2014JJ00";"";"";""
"28357";"1014800";"GM0683";"2015JJ00";"";"";""
"28358";"1014800";"GM0683";"2016JJ00";"";"";""
"28359";"1014800";"GM0683";"2017JJ00";"";"";""
"28360";"1014800";"GM0479";"2010JJ00";"       .";"       .";"       ."
"28361";"1014800";"GM0479";"2011JJ00";"       .";"       .";"       ."
"28362";"1014800";"GM0479";"2012JJ00";"    1550";"    3500";"       ."
"28363";"1014800";"GM0479";"2013JJ00";"    1650";"    3450";"       ."
"28364";"1014800";"GM0479";"2014JJ00";"    1250";"    3300";"       ."
"28365";"1014800";"GM0479";"2015JJ00";"    1320";"    3270";"       ."
"28366";"1014800";"GM0479";"2016JJ00";"    1370";"    3170";"       ."
"28367";"1014800";"GM0479";"2017JJ00";"    1310";"    3080";""
"28368";"1014800";"GM0297";"2010JJ00";"       .";"       .";"       ."
"28369";"1014800";"GM0297";"2011JJ00";"       .";"       .";"       ."
"28370";"1014800";"GM0297";"2012JJ00";"    1950";"    4200";"       ."
"28371";"1014800";"GM0297";"2013JJ00";"    2100";"    4100";"       ."
"28372";"1014800";"GM0297";"2014JJ00";"    1600";"    3950";"       ."
"28373";"1014800";"GM0297";"2015JJ00";"    1700";"    3880";"       ."
"28374";"1014800";"GM0297";"2016JJ00";"    1750";"    3760";"       ."
"28375";"1014800";"GM0297";"2017JJ00";"    1690";"    3650";""
"28376";"1014800";"GM0473";"2010JJ00";"       .";"       .";"       ."
"28377";"1014800";"GM0473";"2011JJ00";"       .";"       .";"       ."
"28378";"1014800";"GM0473";"2012JJ00";"    1850";"    3600";"       ."
"28379";"1014800";"GM0473";"2013JJ00";"    2000";"    3500";"       ."
"28380";"1014800";"GM0473";"2014JJ00";"    1550";"    3400";"       ."
"28381";"1014800";"GM0473";"2015JJ00";"    1630";"    3400";"       ."
"28382";"1014800";"GM0473";"2016JJ00";"    1640";"    3350";"       ."
"28383";"1014800";"GM0473";"2017JJ00";"    1570";"    3290";""
"28384";"1014800";"GM0707";"2010JJ00";"       .";"       .";"       ."
"28385";"1014800";"GM0707";"2011JJ00";"       .";"       .";"       ."
"28386";"1014800";"GM0707";"2012JJ00";"    1950";"    4000";"       ."
"28387";"1014800";"GM0707";"2013JJ00";"    2050";"    3900";"       ."
"28388";"1014800";"GM0707";"2014JJ00";"    1500";"    3750";"       ."
"28389";"1014800";"GM0707";"2015JJ00";"    1640";"    3690";"       ."
"28390";"1014800";"GM0707";"2016JJ00";"    1700";"    3620";"       ."
"28391";"1014800";"GM0707";"2017JJ00";"    1630";"    3560";""
"28392";"1014800";"GM0478";"2010JJ00";"       .";"       .";"       ."
"28393";"1014800";"GM0478";"2011JJ00";"       .";"       .";"       ."
"28394";"1014800";"GM0478";"2012JJ00";"    2200";"    4300";"       ."
"28395";"1014800";"GM0478";"2013JJ00";"    2400";"    4150";"       ."
"28396";"1014800";"GM0478";"2014JJ00";"    1800";"    3950";"       ."
"28397";"1014800";"GM0478";"2015JJ00";"    1890";"    3840";"       ."
"28398";"1014800";"GM0478";"2016JJ00";"";"";""
"28399";"1014800";"GM0478";"2017JJ00";"";"";""
"28400";"1014800";"GM0050";"2010JJ00";"       .";"       .";"       ."
"28401";"1014800";"GM0050";"2011JJ00";"       .";"       .";"       ."
"28402";"1014800";"GM0050";"2012JJ00";"    1400";"    4100";"       ."
"28403";"1014800";"GM0050";"2013JJ00";"    1450";"    3950";"       ."
"28404";"1014800";"GM0050";"2014JJ00";"    1150";"    3800";"       ."
"28405";"1014800";"GM0050";"2015JJ00";"    1160";"    3710";"       ."
"28406";"1014800";"GM0050";"2016JJ00";"    1220";"    3540";"       ."
"28407";"1014800";"GM0050";"2017JJ00";"    1140";"    3400";""
"28408";"1014800";"GM0355";"2010JJ00";"       .";"       .";"       ."
"28409";"1014800";"GM0355";"2011JJ00";"       .";"       .";"       ."
"28410";"1014800";"GM0355";"2012JJ00";"    2250";"    3950";"       ."
"28411";"1014800";"GM0355";"2013JJ00";"    2400";"    3900";"       ."
"28412";"1014800";"GM0355";"2014JJ00";"    1750";"    3800";"       ."
"28413";"1014800";"GM0355";"2015JJ00";"    1910";"    3720";"       ."
"28414";"1014800";"GM0355";"2016JJ00";"    1970";"    3650";"       ."
"28415";"1014800";"GM0355";"2017JJ00";"    1870";"    3590";""
"28416";"1014800";"GM0299";"2010JJ00";"       .";"       .";"       ."
"28417";"1014800";"GM0299";"2011JJ00";"       .";"       .";"       ."
"28418";"1014800";"GM0299";"2012JJ00";"    1800";"    3850";"       ."
"28419";"1014800";"GM0299";"2013JJ00";"    1900";"    3750";"       ."
"28420";"1014800";"GM0299";"2014JJ00";"    1400";"    3650";"       ."
"28421";"1014800";"GM0299";"2015JJ00";"    1520";"    3570";"       ."
"28422";"1014800";"GM0299";"2016JJ00";"    1560";"    3450";"       ."
"28423";"1014800";"GM0299";"2017JJ00";"    1530";"    3340";""
"28424";"1014800";"GM0476";"2010JJ00";"       .";"       .";"       ."
"28425";"1014800";"GM0476";"2011JJ00";"       .";"       .";"       ."
"28426";"1014800";"GM0476";"2012JJ00";"    2000";"    4000";"       ."
"28427";"1014800";"GM0476";"2013JJ00";"";"";""
"28428";"1014800";"GM0476";"2014JJ00";"";"";""
"28429";"1014800";"GM0476";"2015JJ00";"";"";""
"28430";"1014800";"GM0476";"2016JJ00";"";"";""
"28431";"1014800";"GM0476";"2017JJ00";"";"";""
"28432";"1014800";"GM0637";"2010JJ00";"       .";"       .";"       ."
"28433";"1014800";"GM0637";"2011JJ00";"       .";"       .";"       ."
"28434";"1014800";"GM0637";"2012JJ00";"    1300";"    3800";"       ."
"28435";"1014800";"GM0637";"2013JJ00";"    1400";"    3700";"       ."
"28436";"1014800";"GM0637";"2014JJ00";"    1050";"    3550";"       ."
"28437";"1014800";"GM0637";"2015JJ00";"    1100";"    3490";"       ."
"28438";"1014800";"GM0637";"2016JJ00";"    1130";"    3420";"       ."
"28439";"1014800";"GM0637";"2017JJ00";"    1090";"    3360";""
"28440";"1014800";"GM0638";"2010JJ00";"       .";"       .";"       ."
"28441";"1014800";"GM0638";"2011JJ00";"       .";"       .";"       ."
"28442";"1014800";"GM0638";"2012JJ00";"    1650";"    3850";"       ."
"28443";"1014800";"GM0638";"2013JJ00";"    1800";"    3750";"       ."
"28444";"1014800";"GM0638";"2014JJ00";"    1350";"    3600";"       ."
"28445";"1014800";"GM0638";"2015JJ00";"    1410";"    3460";"       ."
"28446";"1014800";"GM0638";"2016JJ00";"    1460";"    3330";"       ."
"28447";"1014800";"GM0638";"2017JJ00";"    1390";"    3190";""
"28448";"1014800";"GM0056";"2010JJ00";"       .";"       .";"       ."
"28449";"1014800";"GM0056";"2011JJ00";"       .";"       .";"       ."
"28450";"1014800";"GM0056";"2012JJ00";"    2200";"    3650";"       ."
"28451";"1014800";"GM0056";"2013JJ00";"    2300";"    3600";"       ."
"28452";"1014800";"GM0056";"2014JJ00";"    1750";"    3450";"       ."
"28453";"1014800";"GM0056";"2015JJ00";"    1820";"    3320";"       ."
"28454";"1014800";"GM0056";"2016JJ00";"    1910";"    3240";"       ."
"28455";"1014800";"GM0056";"2017JJ00";"    1800";"    3150";""
"28456";"1014800";"GM1892";"2010JJ00";"       .";"       .";"       ."
"28457";"1014800";"GM1892";"2011JJ00";"       .";"       .";"       ."
"28458";"1014800";"GM1892";"2012JJ00";"    1650";"    4100";"       ."
"28459";"1014800";"GM1892";"2013JJ00";"    1800";"    4000";"       ."
"28460";"1014800";"GM1892";"2014JJ00";"    1350";"    3800";"       ."
"28461";"1014800";"GM1892";"2015JJ00";"    1430";"    3720";"       ."
"28462";"1014800";"GM1892";"2016JJ00";"    1460";"    3630";"       ."
"28463";"1014800";"GM1892";"2017JJ00";"    1400";"    3560";""
"28464";"1014800";"GM0879";"2010JJ00";"       .";"       .";"       ."
"28465";"1014800";"GM0879";"2011JJ00";"       .";"       .";"       ."
"28466";"1014800";"GM0879";"2012JJ00";"    2100";"    4200";"       ."
"28467";"1014800";"GM0879";"2013JJ00";"    2250";"    4150";"       ."
"28468";"1014800";"GM0879";"2014JJ00";"    1700";"    4000";"       ."
"28469";"1014800";"GM0879";"2015JJ00";"    1820";"    3930";"       ."
"28470";"1014800";"GM0879";"2016JJ00";"    1860";"    3870";"       ."
"28471";"1014800";"GM0879";"2017JJ00";"    1780";"    3830";""
"28472";"1014800";"GM0301";"2010JJ00";"       .";"       .";"       ."
"28473";"1014800";"GM0301";"2011JJ00";"       .";"       .";"       ."
"28474";"1014800";"GM0301";"2012JJ00";"    1700";"    3500";"       ."
"28475";"1014800";"GM0301";"2013JJ00";"    1800";"    3400";"       ."
"28476";"1014800";"GM0301";"2014JJ00";"    1350";"    3300";"       ."
"28477";"1014800";"GM0301";"2015JJ00";"    1440";"    3210";"       ."
"28478";"1014800";"GM0301";"2016JJ00";"    1500";"    3090";"       ."
"28479";"1014800";"GM0301";"2017JJ00";"    1470";"    2990";""
"28480";"1014800";"GM1896";"2010JJ00";"       .";"       .";"       ."
"28481";"1014800";"GM1896";"2011JJ00";"       .";"       .";"       ."
"28482";"1014800";"GM1896";"2012JJ00";"    1900";"    3850";"       ."
"28483";"1014800";"GM1896";"2013JJ00";"    2000";"    3800";"       ."
"28484";"1014800";"GM1896";"2014JJ00";"    1500";"    3650";"       ."
"28485";"1014800";"GM1896";"2015JJ00";"    1570";"    3550";"       ."
"28486";"1014800";"GM1896";"2016JJ00";"    1670";"    3500";"       ."
"28487";"1014800";"GM1896";"2017JJ00";"    1610";"    3450";""
"28488";"1014800";"GM0642";"2010JJ00";"       .";"       .";"       ."
"28489";"1014800";"GM0642";"2011JJ00";"       .";"       .";"       ."
"28490";"1014800";"GM0642";"2012JJ00";"    1650";"    3700";"       ."
