"ID";"Woningkenmerken";"RegioS";"Perioden";"GemiddeldAardgasverbruik_1";"GemiddeldElektriciteitsverbruik_2";"Stadsverwarming_3"
"1149";"T001100";"GM0148";"2015JJ00";"    1640";"    3370";"       ."
"1150";"T001100";"GM0148";"2016JJ00";"    1740";"    3270";"       ."
"1151";"T001100";"GM0148";"2017JJ00";"    1650";"    3230";"       ."
"1152";"T001100";"GM1891";"2010JJ00";"    2400";"    3100";"       ."
"1153";"T001100";"GM1891";"2011JJ00";"    1900";"    3100";"       ."
"1154";"T001100";"GM1891";"2012JJ00";"    2000";"    3100";"       ."
"1155";"T001100";"GM1891";"2013JJ00";"    2150";"    3050";"       ."
"1156";"T001100";"GM1891";"2014JJ00";"    1550";"    2850";"       ."
"1157";"T001100";"GM1891";"2015JJ00";"    1670";"    2770";"       ."
"1158";"T001100";"GM1891";"2016JJ00";"    1740";"    2690";"       ."
"1159";"T001100";"GM1891";"2017JJ00";"    1630";"    2620";"       ."
"1160";"T001100";"GM0503";"2010JJ00";"    1500";"    2800";"       ."
"1161";"T001100";"GM0503";"2011JJ00";"    1150";"    2750";"       ."
"1162";"T001100";"GM0503";"2012JJ00";"    1200";"    2700";"       ."
"1163";"T001100";"GM0503";"2013JJ00";"    1250";"    2650";"       ."
"1164";"T001100";"GM0503";"2014JJ00";"    1000";"    2600";"       ."
"1165";"T001100";"GM0503";"2015JJ00";"     970";"    2520";"     5.3"
"1166";"T001100";"GM0503";"2016JJ00";"    1000";"    2470";"     5.6"
"1167";"T001100";"GM0503";"2017JJ00";"     940";"    2470";"     5.6"
"1168";"T001100";"GM0010";"2010JJ00";"    2250";"    3200";"       ."
"1169";"T001100";"GM0010";"2011JJ00";"    1750";"    3150";"       ."
"1170";"T001100";"GM0010";"2012JJ00";"    1950";"    3150";"       ."
"1171";"T001100";"GM0010";"2013JJ00";"    2000";"    3100";"       ."
"1172";"T001100";"GM0010";"2014JJ00";"    1450";"    2900";"       ."
"1173";"T001100";"GM0010";"2015JJ00";"    1550";"    2820";"       ."
"1174";"T001100";"GM0010";"2016JJ00";"    1620";"    2680";"       ."
"1175";"T001100";"GM0010";"2017JJ00";"    1520";"    2630";"       ."
"1176";"T001100";"GM0762";"2010JJ00";"    2250";"    4000";"       ."
"1177";"T001100";"GM0762";"2011JJ00";"    1750";"    3900";"       ."
"1178";"T001100";"GM0762";"2012JJ00";"    1850";"    3850";"       ."
"1179";"T001100";"GM0762";"2013JJ00";"    2000";"    3800";"       ."
"1180";"T001100";"GM0762";"2014JJ00";"    1500";"    3700";"       ."
"1181";"T001100";"GM0762";"2015JJ00";"    1590";"    3650";"       ."
"1182";"T001100";"GM0762";"2016JJ00";"    1660";"    3530";"       ."
"1183";"T001100";"GM0762";"2017JJ00";"    1590";"    3520";"       ."
"1184";"T001100";"GM0150";"2010JJ00";"    1850";"    3200";"       ."
"1185";"T001100";"GM0150";"2011JJ00";"    1450";"    3200";"       ."
"1186";"T001100";"GM0150";"2012JJ00";"    1500";"    3150";"       ."
"1187";"T001100";"GM0150";"2013JJ00";"    1600";"    3100";"       ."
"1188";"T001100";"GM0150";"2014JJ00";"    1200";"    2950";"       ."
"1189";"T001100";"GM0150";"2015JJ00";"    1230";"    2870";"     5.7"
"1190";"T001100";"GM0150";"2016JJ00";"    1280";"    2800";"     5.9"
"1191";"T001100";"GM0150";"2017JJ00";"    1210";"    2770";"     5.8"
"1192";"T001100";"GM0384";"2010JJ00";"    1650";"    3200";"       ."
"1193";"T001100";"GM0384";"2011JJ00";"    1250";"    3200";"       ."
"1194";"T001100";"GM0384";"2012JJ00";"    1350";"    3250";"       ."
"1195";"T001100";"GM0384";"2013JJ00";"    1400";"    3050";"       ."
"1196";"T001100";"GM0384";"2014JJ00";"    1050";"    2950";"       ."
"1197";"T001100";"GM0384";"2015JJ00";"    1010";"    3000";"     5.6"
"1198";"T001100";"GM0384";"2016JJ00";"    1020";"    3070";"     7.4"
"1199";"T001100";"GM0384";"2017JJ00";"     850";"    3150";"    14.0"
"1200";"T001100";"GM1774";"2010JJ00";"    2750";"    4200";"       ."
"1201";"T001100";"GM1774";"2011JJ00";"    2200";"    4200";"       ."
"1202";"T001100";"GM1774";"2012JJ00";"    2450";"    4250";"       ."
"1203";"T001100";"GM1774";"2013JJ00";"    2650";"    4200";"       ."
"1204";"T001100";"GM1774";"2014JJ00";"    1700";"    4050";"       ."
"1205";"T001100";"GM1774";"2015JJ00";"    1850";"    3890";"       ."
"1206";"T001100";"GM1774";"2016JJ00";"    1900";"    3790";"       ."
"1207";"T001100";"GM1774";"2017JJ00";"    1900";"    3710";"       ."
"1208";"T001100";"GM0504";"2010JJ00";"    2050";"    3500";"       ."
"1209";"T001100";"GM0504";"2011JJ00";"    1600";"    3500";"       ."
"1210";"T001100";"GM0504";"2012JJ00";"    1650";"    3450";"       ."
"1211";"T001100";"GM0504";"2013JJ00";"";"";""
"1212";"T001100";"GM0504";"2014JJ00";"";"";""
"1213";"T001100";"GM0504";"2015JJ00";"";"";""
"1214";"T001100";"GM0504";"2016JJ00";"";"";""
"1215";"T001100";"GM0504";"2017JJ00";"";"";""
"1216";"T001100";"GM0221";"2010JJ00";"    1800";"    3200";"       ."
"1217";"T001100";"GM0221";"2011JJ00";"    1450";"    3200";"       ."
"1218";"T001100";"GM0221";"2012JJ00";"    1500";"    3150";"       ."
"1219";"T001100";"GM0221";"2013JJ00";"    1600";"    3050";"       ."
"1220";"T001100";"GM0221";"2014JJ00";"    1200";"    2950";"       ."
"1221";"T001100";"GM0221";"2015JJ00";"    1230";"    2890";"     4.5"
"1222";"T001100";"GM0221";"2016JJ00";"    1290";"    2830";"     4.4"
"1223";"T001100";"GM0221";"2017JJ00";"    1270";"    2780";"     4.4"
"1224";"T001100";"GM0222";"2010JJ00";"    1950";"    3400";"       ."
"1225";"T001100";"GM0222";"2011JJ00";"    1600";"    3450";"       ."
"1226";"T001100";"GM0222";"2012JJ00";"    1600";"    3300";"       ."
"1227";"T001100";"GM0222";"2013JJ00";"    1750";"    3250";"       ."
"1228";"T001100";"GM0222";"2014JJ00";"    1300";"    3150";"       ."
"1229";"T001100";"GM0222";"2015JJ00";"    1390";"    3100";"       ."
"1230";"T001100";"GM0222";"2016JJ00";"    1430";"    2990";"       ."
"1231";"T001100";"GM0222";"2017JJ00";"    1380";"    2900";"       ."
"1232";"T001100";"GM0766";"2010JJ00";"    2050";"    3750";"       ."
"1233";"T001100";"GM0766";"2011JJ00";"    1500";"    3650";"       ."
"1234";"T001100";"GM0766";"2012JJ00";"    1650";"    3650";"       ."
"1235";"T001100";"GM0766";"2013JJ00";"    1750";"    3600";"       ."
"1236";"T001100";"GM0766";"2014JJ00";"    1300";"    3450";"       ."
"1237";"T001100";"GM0766";"2015JJ00";"    1380";"    3380";"       ."
"1238";"T001100";"GM0766";"2016JJ00";"    1430";"    3330";"       ."
"1239";"T001100";"GM0766";"2017JJ00";"    1380";"    3340";"       ."
"1240";"T001100";"GM0058";"2010JJ00";"    2200";"    2900";"       ."
"1241";"T001100";"GM0058";"2011JJ00";"    1700";"    2950";"       ."
"1242";"T001100";"GM0058";"2012JJ00";"    1800";"    2900";"       ."
"1243";"T001100";"GM0058";"2013JJ00";"    1900";"    2800";"       ."
"1244";"T001100";"GM0058";"2014JJ00";"    1400";"    2650";"       ."
"1245";"T001100";"GM0058";"2015JJ00";"    1540";"    2600";"       ."
"1246";"T001100";"GM0058";"2016JJ00";"    1600";"    2530";"       ."
"1247";"T001100";"GM0058";"2017JJ00";"    1490";"    2470";"       ."
"1248";"T001100";"GM0505";"2010JJ00";"    1700";"    3050";"       ."
"1249";"T001100";"GM0505";"2011JJ00";"    1300";"    3000";"       ."
"1250";"T001100";"GM0505";"2012JJ00";"    1400";"    2950";"       ."
"1251";"T001100";"GM0505";"2013JJ00";"    1450";"    2900";"       ."
"1252";"T001100";"GM0505";"2014JJ00";"    1100";"    2800";"       ."
"1253";"T001100";"GM0505";"2015JJ00";"    1170";"    2780";"       ."
"1254";"T001100";"GM0505";"2016JJ00";"    1210";"    2730";"       ."
"1255";"T001100";"GM0505";"2017JJ00";"    1150";"    2670";"       ."
"1256";"T001100";"GM0498";"2010JJ00";"    2200";"    3750";"       ."
"1257";"T001100";"GM0498";"2011JJ00";"    1700";"    3750";"       ."
"1258";"T001100";"GM0498";"2012JJ00";"    1800";"    3650";"       ."
"1259";"T001100";"GM0498";"2013JJ00";"    1900";"    3450";"       ."
"1260";"T001100";"GM0498";"2014JJ00";"    1450";"    3350";"       ."
"1261";"T001100";"GM0498";"2015JJ00";"    1530";"    3260";"       ."
"1262";"T001100";"GM0498";"2016JJ00";"    1610";"    3150";"       ."
"1263";"T001100";"GM0498";"2017JJ00";"    1510";"    3020";"       ."
"1264";"T001100";"GM1719";"2010JJ00";"    2200";"    3750";"       ."
"1265";"T001100";"GM1719";"2011JJ00";"    1750";"    3750";"       ."
"1266";"T001100";"GM1719";"2012JJ00";"    1900";"    3700";"       ."
"1267";"T001100";"GM1719";"2013JJ00";"    1950";"    3600";"       ."
"1268";"T001100";"GM1719";"2014JJ00";"    1400";"    3500";"       ."
"1269";"T001100";"GM1719";"2015JJ00";"    1500";"    3400";"       ."
"1270";"T001100";"GM1719";"2016JJ00";"    1540";"    3360";"       ."
"1271";"T001100";"GM1719";"2017JJ00";"    1450";"    3320";"       ."
"1272";"T001100";"GM0303";"2010JJ00";"    1900";"    3750";"       ."
"1273";"T001100";"GM0303";"2011JJ00";"    1450";"    3700";"       ."
"1274";"T001100";"GM0303";"2012JJ00";"    1550";"    3600";"       ."
"1275";"T001100";"GM0303";"2013JJ00";"    1600";"    3450";"       ."
"1276";"T001100";"GM0303";"2014JJ00";"    1150";"    3350";"       ."
"1277";"T001100";"GM0303";"2015JJ00";"    1340";"    3220";"       ."
"1278";"T001100";"GM0303";"2016JJ00";"    1370";"    3100";"       ."
"1279";"T001100";"GM0303";"2017JJ00";"    1330";"    3000";"       ."
"1280";"T001100";"GM0225";"2010JJ00";"    2100";"    3800";"       ."
"1281";"T001100";"GM0225";"2011JJ00";"    1650";"    3850";"       ."
"1282";"T001100";"GM0225";"2012JJ00";"    1700";"    3700";"       ."
"1283";"T001100";"GM0225";"2013JJ00";"    1800";"    3600";"       ."
"1284";"T001100";"GM0225";"2014JJ00";"    1350";"    3450";"       ."
"1285";"T001100";"GM0225";"2015JJ00";"    1460";"    3360";"       ."
"1286";"T001100";"GM0225";"2016JJ00";"    1520";"    3300";"       ."
"1287";"T001100";"GM0225";"2017JJ00";"    1450";"    3230";"       ."
"1288";"T001100";"GM0226";"2010JJ00";"     800";"    3650";"    60.0"
"1289";"T001100";"GM0226";"2011JJ00";"     650";"    3650";"    58.0"
"1290";"T001100";"GM0226";"2012JJ00";"     650";"    3600";"    60.9"
"1291";"T001100";"GM0226";"2013JJ00";"     700";"    3450";"    59.2"
"1292";"T001100";"GM0226";"2014JJ00";"     500";"    3350";"    59.1"
"1293";"T001100";"GM0226";"2015JJ00";"     550";"    3280";"    60.3"
"1294";"T001100";"GM0226";"2016JJ00";"     580";"    3210";"    60.2"
"1295";"T001100";"GM0226";"2017JJ00";"     570";"    3130";"    60.2"
"1296";"T001100";"GM1711";"2010JJ00";"    2350";"    3900";"       ."
"1297";"T001100";"GM1711";"2011JJ00";"    1800";"    3800";"       ."
"1298";"T001100";"GM1711";"2012JJ00";"    1900";"    3750";"       ."
"1299";"T001100";"GM1711";"2013JJ00";"    2000";"    3700";"       ."
"1300";"T001100";"GM1711";"2014JJ00";"    1500";"    3500";"       ."
"1301";"T001100";"GM1711";"2015JJ00";"    1600";"    3420";"       ."
"1302";"T001100";"GM1711";"2016JJ00";"    1680";"    3370";"       ."
"1303";"T001100";"GM1711";"2017JJ00";"    1630";"    3310";"       ."
"1304";"T001100";"GM0385";"2010JJ00";"    2250";"    3800";"       ."
"1305";"T001100";"GM0385";"2011JJ00";"    1800";"    3850";"       ."
"1306";"T001100";"GM0385";"2012JJ00";"    1850";"    3750";"       ."
"1307";"T001100";"GM0385";"2013JJ00";"    2000";"    3700";"       ."
"1308";"T001100";"GM0385";"2014JJ00";"    1500";"    3550";"       ."
"1309";"T001100";"GM0385";"2015JJ00";"    1570";"    3500";"       ."
"1310";"T001100";"GM0385";"2016JJ00";"    1690";"    3450";"       ."
"1311";"T001100";"GM0385";"2017JJ00";"    1590";"    3420";"       ."
"1312";"T001100";"GM0228";"2010JJ00";"    2000";"    3500";"       ."
"1313";"T001100";"GM0228";"2011JJ00";"    1550";"    3500";"       ."
"1314";"T001100";"GM0228";"2012JJ00";"    1600";"    3400";"       ."
"1315";"T001100";"GM0228";"2013JJ00";"    1850";"    3550";"       ."
"1316";"T001100";"GM0228";"2014JJ00";"    1350";"    3350";"       ."
"1317";"T001100";"GM0228";"2015JJ00";"    1390";"    3220";"       ."
"1318";"T001100";"GM0228";"2016JJ00";"    1430";"    3160";"       ."
"1319";"T001100";"GM0228";"2017JJ00";"    1350";"    3100";"       ."
"1320";"T001100";"GM0317";"2010JJ00";"    2250";"    3800";"       ."
"1321";"T001100";"GM0317";"2011JJ00";"    1800";"    3800";"       ."
"1322";"T001100";"GM0317";"2012JJ00";"    1800";"    3650";"       ."
"1323";"T001100";"GM0317";"2013JJ00";"    1900";"    3550";"       ."
"1324";"T001100";"GM0317";"2014JJ00";"    1450";"    3400";"       ."
"1325";"T001100";"GM0317";"2015JJ00";"    1550";"    3410";"       ."
"1326";"T001100";"GM0317";"2016JJ00";"    1590";"    3320";"       ."
"1327";"T001100";"GM0317";"2017JJ00";"    1530";"    3200";"       ."
"1328";"T001100";"GM1651";"2010JJ00";"    2500";"    3250";"       ."
"1329";"T001100";"GM1651";"2011JJ00";"    2000";"    3250";"       ."
"1330";"T001100";"GM1651";"2012JJ00";"    2150";"    3200";"       ."
"1331";"T001100";"GM1651";"2013JJ00";"    2200";"    3150";"       ."
"1332";"T001100";"GM1651";"2014JJ00";"    1650";"    3000";"       ."
"1333";"T001100";"GM1651";"2015JJ00";"    1720";"    2860";"       ."
"1334";"T001100";"GM1651";"2016JJ00";"    1800";"    2740";"       ."
"1335";"T001100";"GM1651";"2017JJ00";"    1690";"    2610";"       ."
"1336";"T001100";"GM0770";"2010JJ00";"    2450";"    4050";"       ."
"1337";"T001100";"GM0770";"2011JJ00";"    1950";"    4000";"       ."
"1338";"T001100";"GM0770";"2012JJ00";"    2000";"    4000";"       ."
"1339";"T001100";"GM0770";"2013JJ00";"    2100";"    3950";"       ."
"1340";"T001100";"GM0770";"2014JJ00";"    1600";"    3750";"       ."
"1341";"T001100";"GM0770";"2015JJ00";"    1670";"    3620";"       ."
"1342";"T001100";"GM0770";"2016JJ00";"    1720";"    3590";"       ."
"1343";"T001100";"GM0770";"2017JJ00";"    1620";"    3580";"       ."
"1344";"T001100";"GM0905";"2010JJ00";"    2450";"    3950";"       ."
"1345";"T001100";"GM0905";"2011JJ00";"";"";""
"1346";"T001100";"GM0905";"2012JJ00";"";"";""
"1347";"T001100";"GM0905";"2013JJ00";"";"";""
"1348";"T001100";"GM0905";"2014JJ00";"";"";""
"1349";"T001100";"GM0905";"2015JJ00";"";"";""
"1350";"T001100";"GM0905";"2016JJ00";"";"";""
"1351";"T001100";"GM0905";"2017JJ00";"";"";""
"1352";"T001100";"GM1903";"2010JJ00";"";"";""
"1353";"T001100";"GM1903";"2011JJ00";"    2050";"    3900";"       ."
"1354";"T001100";"GM1903";"2012JJ00";"    2150";"    3850";"       ."
"1355";"T001100";"GM1903";"2013JJ00";"    2300";"    3800";"       ."
"1356";"T001100";"GM1903";"2014JJ00";"    1700";"    3700";"       ."
"1357";"T001100";"GM1903";"2015JJ00";"    1780";"    3590";"       ."
"1358";"T001100";"GM1903";"2016JJ00";"    1860";"    3510";"       ."
"1359";"T001100";"GM1903";"2017JJ00";"    1740";"    3420";"       ."
"1360";"T001100";"GM0772";"2010JJ00";"    1700";"    3100";"       ."
"1361";"T001100";"GM0772";"2011JJ00";"    1350";"    3050";"       ."
"1362";"T001100";"GM0772";"2012JJ00";"    1400";"    3000";"       ."
"1363";"T001100";"GM0772";"2013JJ00";"    1550";"    2700";"       ."
"1364";"T001100";"GM0772";"2014JJ00";"    1150";"    2550";"       ."
"1365";"T001100";"GM0772";"2015JJ00";"    1190";"    2810";"     4.2"
"1366";"T001100";"GM0772";"2016JJ00";"    1230";"    2690";"     4.3"
"1367";"T001100";"GM0772";"2017JJ00";"    1190";"    2760";"     4.2"
"1368";"T001100";"GM0230";"2010JJ00";"    2200";"    3650";"       ."
"1369";"T001100";"GM0230";"2011JJ00";"    1700";"    3600";"       ."
"1370";"T001100";"GM0230";"2012JJ00";"    1750";"    3500";"       ."
"1371";"T001100";"GM0230";"2013JJ00";"    1900";"    3400";"       ."
"1372";"T001100";"GM0230";"2014JJ00";"    1400";"    3300";"       ."
"1373";"T001100";"GM0230";"2015JJ00";"    1510";"    3250";"       ."
"1374";"T001100";"GM0230";"2016JJ00";"    1560";"    3160";"       ."
"1375";"T001100";"GM0230";"2017JJ00";"    1500";"    3080";"       ."
"1376";"T001100";"GM0114";"2010JJ00";"    2250";"    3500";"       ."
"1377";"T001100";"GM0114";"2011JJ00";"    1800";"    3450";"       ."
"1378";"T001100";"GM0114";"2012JJ00";"    1900";"    3400";"       ."
"1379";"T001100";"GM0114";"2013JJ00";"    2000";"    3350";"       ."
"1380";"T001100";"GM0114";"2014JJ00";"    1450";"    3200";"       ."
"1381";"T001100";"GM0114";"2015JJ00";"    1560";"    3110";"       ."
"1382";"T001100";"GM0114";"2016JJ00";"    1650";"    3060";"       ."
"1383";"T001100";"GM0114";"2017JJ00";"    1570";"    2990";"       ."
"1384";"T001100";"GM0388";"2010JJ00";"    1800";"    3150";"       ."
"1385";"T001100";"GM0388";"2011JJ00";"    1450";"    3250";"       ."
"1386";"T001100";"GM0388";"2012JJ00";"    1500";"    3150";"       ."
"1387";"T001100";"GM0388";"2013JJ00";"    1600";"    3050";"       ."
"1388";"T001100";"GM0388";"2014JJ00";"    1150";"    2950";"       ."
"1389";"T001100";"GM0388";"2015JJ00";"    1250";"    2880";"       ."
"1390";"T001100";"GM0388";"2016JJ00";"    1290";"    2790";"       ."
"1391";"T001100";"GM0388";"2017JJ00";"    1220";"    2720";"       ."
"1392";"T001100";"GM0153";"2010JJ00";"    1750";"    3200";"    10.0"
"1393";"T001100";"GM0153";"2011JJ00";"    1350";"    3250";"    10.0"
"1394";"T001100";"GM0153";"2012JJ00";"    1450";"    3250";"    10.6"
"1395";"T001100";"GM0153";"2013JJ00";"    1500";"    3150";"     9.5"
"1396";"T001100";"GM0153";"2014JJ00";"    1100";"    3050";"     9.4"
"1397";"T001100";"GM0153";"2015JJ00";"    1140";"    2990";"    12.7"
"1398";"T001100";"GM0153";"2016JJ00";"    1170";"    2910";"    13.4"
"1399";"T001100";"GM0153";"2017JJ00";"    1120";"    2850";"    13.7"
"1400";"T001100";"GM0232";"2010JJ00";"    2450";"    3700";"       ."
"1401";"T001100";"GM0232";"2011JJ00";"    1950";"    3700";"       ."
"1402";"T001100";"GM0232";"2012JJ00";"    2000";"    3600";"       ."
"1403";"T001100";"GM0232";"2013JJ00";"    2150";"    3500";"       ."
"1404";"T001100";"GM0232";"2014JJ00";"    1600";"    3400";"       ."
"1405";"T001100";"GM0232";"2015JJ00";"    1670";"    3340";"       ."
"1406";"T001100";"GM0232";"2016JJ00";"    1780";"    3250";"       ."
"1407";"T001100";"GM0232";"2017JJ00";"    1710";"    3180";"       ."
"1408";"T001100";"GM0233";"2010JJ00";"    2250";"    3550";"       ."
"1409";"T001100";"GM0233";"2011JJ00";"    1750";"    3550";"       ."
"1410";"T001100";"GM0233";"2012JJ00";"    1850";"    3500";"       ."
"1411";"T001100";"GM0233";"2013JJ00";"    1950";"    3350";"       ."
"1412";"T001100";"GM0233";"2014JJ00";"    1500";"    3250";"       ."
"1413";"T001100";"GM0233";"2015JJ00";"    1580";"    3270";"       ."
"1414";"T001100";"GM0233";"2016JJ00";"    1620";"    3120";"       ."
"1415";"T001100";"GM0233";"2017JJ00";"    1550";"    2970";"       ."
"1416";"T001100";"GM0777";"2010JJ00";"    1950";"    3600";"       ."
"1417";"T001100";"GM0777";"2011JJ00";"    1550";"    3650";"       ."
"1418";"T001100";"GM0777";"2012JJ00";"    1650";"    3650";"       ."
"1419";"T001100";"GM0777";"2013JJ00";"    1750";"    3600";"       ."
"1420";"T001100";"GM0777";"2014JJ00";"    1300";"    3550";"       ."
"1421";"T001100";"GM0777";"2015JJ00";"    1350";"    3370";"       ."
"1422";"T001100";"GM0777";"2016JJ00";"    1390";"    3330";"       ."
"1423";"T001100";"GM0777";"2017JJ00";"    1340";"    3330";"       ."
"1424";"T001100";"GM1722";"2010JJ00";"    2250";"    3050";"       ."
"1425";"T001100";"GM1722";"2011JJ00";"    1750";"    3100";"       ."
"1426";"T001100";"GM1722";"2012JJ00";"    1800";"    3050";"       ."
"1427";"T001100";"GM1722";"2013JJ00";"    1950";"    2950";"       ."
"1428";"T001100";"GM1722";"2014JJ00";"    1400";"    2850";"       ."
"1429";"T001100";"GM1722";"2015JJ00";"    1540";"    2770";"       ."
"1430";"T001100";"GM1722";"2016JJ00";"    1590";"    2700";"       ."
"1431";"T001100";"GM1722";"2017JJ00";"    1500";"    2610";"       ."
"1432";"T001100";"GM0070";"2010JJ00";"    2100";"    3000";"       ."
"1433";"T001100";"GM0070";"2011JJ00";"    1650";"    3050";"       ."
"1434";"T001100";"GM0070";"2012JJ00";"    1800";"    2950";"       ."
"1435";"T001100";"GM0070";"2013JJ00";"    1850";"    2850";"       ."
"1436";"T001100";"GM0070";"2014JJ00";"    1350";"    2800";"       ."
"1437";"T001100";"GM0070";"2015JJ00";"    1450";"    2650";"       ."
"1438";"T001100";"GM0070";"2016JJ00";"    1490";"    2550";"       ."
"1439";"T001100";"GM0070";"2017JJ00";"    1370";"    2500";"       ."
"1440";"T001100";"GM1921";"2010JJ00";"";"";""
"1441";"T001100";"GM1921";"2011JJ00";"";"";""
"1442";"T001100";"GM1921";"2012JJ00";"";"";""
"1443";"T001100";"GM1921";"2013JJ00";"";"";""
"1444";"T001100";"GM1921";"2014JJ00";"    1450";"    3000";"       ."
"1445";"T001100";"GM1921";"2015JJ00";"    1520";"    2960";"       ."
"1446";"T001100";"GM1921";"2016JJ00";"";"";""
"1447";"T001100";"GM1921";"2017JJ00";"";"";""
"1448";"T001100";"GM1940";"2010JJ00";"";"";""
"1449";"T001100";"GM1940";"2011JJ00";"";"";""
"1450";"T001100";"GM1940";"2012JJ00";"";"";""
"1451";"T001100";"GM1940";"2013JJ00";"";"";""
"1452";"T001100";"GM1940";"2014JJ00";"";"";""
"1453";"T001100";"GM1940";"2015JJ00";"";"";""
"1454";"T001100";"GM1940";"2016JJ00";"    1600";"    2850";"       ."
"1455";"T001100";"GM1940";"2017JJ00";"    1490";"    2770";"       ."
"1456";"T001100";"GM0653";"2010JJ00";"    2250";"    3200";"       ."
"1457";"T001100";"GM0653";"2011JJ00";"    1750";"    3250";"       ."
"1458";"T001100";"GM0653";"2012JJ00";"    1950";"    3200";"       ."
"1459";"T001100";"GM0653";"2013JJ00";"    2050";"    3050";"       ."
"1460";"T001100";"GM0653";"2014JJ00";"";"";""
"1461";"T001100";"GM0653";"2015JJ00";"";"";""
"1462";"T001100";"GM0653";"2016JJ00";"";"";""
"1463";"T001100";"GM0653";"2017JJ00";"";"";""
"1464";"T001100";"GM0779";"2010JJ00";"    1950";"    3550";"     6.0"
"1465";"T001100";"GM0779";"2011JJ00";"    1450";"    3450";"     5.0"
"1466";"T001100";"GM0779";"2012JJ00";"    1500";"    3450";"     6.7"
"1467";"T001100";"GM0779";"2013JJ00";"    1600";"    3400";"     6.6"
"1468";"T001100";"GM0779";"2014JJ00";"    1150";"    3250";"     6.4"
"1469";"T001100";"GM0779";"2015JJ00";"    1270";"    3250";"     6.2"
"1470";"T001100";"GM0779";"2016JJ00";"    1260";"    3190";"     7.2"
"1471";"T001100";"GM0779";"2017JJ00";"    1210";"    3090";"     7.2"
"1472";"T001100";"GM0236";"2010JJ00";"    2300";"    3950";"       ."
"1473";"T001100";"GM0236";"2011JJ00";"    1850";"    4000";"       ."
"1474";"T001100";"GM0236";"2012JJ00";"    1900";"    3850";"       ."
"1475";"T001100";"GM0236";"2013JJ00";"    2050";"    3800";"       ."
"1476";"T001100";"GM0236";"2014JJ00";"    1500";"    3650";"       ."
"1477";"T001100";"GM0236";"2015JJ00";"    1720";"    3590";"       ."
"1478";"T001100";"GM0236";"2016JJ00";"    1650";"    3460";"       ."
"1479";"T001100";"GM0236";"2017JJ00";"    1650";"    3390";"       ."
"1480";"T001100";"GM1771";"2010JJ00";"    2050";"    3550";"       ."
"1481";"T001100";"GM1771";"2011JJ00";"    1600";"    3550";"       ."
"1482";"T001100";"GM1771";"2012JJ00";"    1750";"    3550";"       ."
"1483";"T001100";"GM1771";"2013JJ00";"    1850";"    3500";"       ."
"1484";"T001100";"GM1771";"2014JJ00";"    1350";"    3400";"       ."
"1485";"T001100";"GM1771";"2015JJ00";"    1470";"    3290";"       ."
"1486";"T001100";"GM1771";"2016JJ00";"    1510";"    3210";"       ."
"1487";"T001100";"GM1771";"2017JJ00";"    1480";"    3170";"       ."
"1488";"T001100";"GM1652";"2010JJ00";"    2150";"    4000";"       ."
"1489";"T001100";"GM1652";"2011JJ00";"    1700";"    4000";"       ."
"1490";"T001100";"GM1652";"2012JJ00";"    1750";"    3900";"       ."
"1491";"T001100";"GM1652";"2013JJ00";"    1900";"    3850";"       ."
"1492";"T001100";"GM1652";"2014JJ00";"    1400";"    3700";"       ."
"1493";"T001100";"GM1652";"2015JJ00";"    1510";"    3590";"       ."
"1494";"T001100";"GM1652";"2016JJ00";"    1570";"    3540";"       ."
"1495";"T001100";"GM1652";"2017JJ00";"    1510";"    3480";"       ."
"1496";"T001100";"GM0907";"2010JJ00";"    2300";"    3900";"       ."
"1497";"T001100";"GM0907";"2011JJ00";"    1750";"    3800";"       ."
"1498";"T001100";"GM0907";"2012JJ00";"    1850";"    3750";"       ."
"1499";"T001100";"GM0907";"2013JJ00";"    1900";"    3700";"       ."
"1500";"T001100";"GM0907";"2014JJ00";"    1400";"    3500";"       ."
"1501";"T001100";"GM0907";"2015JJ00";"    1530";"    3460";"       ."
"1502";"T001100";"GM0907";"2016JJ00";"    1590";"    3410";"       ."
"1503";"T001100";"GM0907";"2017JJ00";"    1550";"    3380";"       ."
"1504";"T001100";"GM0689";"2010JJ00";"    2300";"    3850";"       ."
"1505";"T001100";"GM0689";"2011JJ00";"    1800";"    3800";"       ."
"1506";"T001100";"GM0689";"2012JJ00";"    1900";"    3750";"       ."
"1507";"T001100";"GM0689";"2013JJ00";"    2000";"    3700";"       ."
"1508";"T001100";"GM0689";"2014JJ00";"    1450";"    3550";"       ."
"1509";"T001100";"GM0689";"2015JJ00";"    1570";"    3430";"       ."
"1510";"T001100";"GM0689";"2016JJ00";"    1610";"    3370";"       ."
"1511";"T001100";"GM0689";"2017JJ00";"    1550";"    3340";"       ."
"1512";"T001100";"GM0784";"2010JJ00";"    2000";"    3700";"       ."
"1513";"T001100";"GM0784";"2011JJ00";"    1550";"    3700";"       ."
"1514";"T001100";"GM0784";"2012JJ00";"    1700";"    3700";"       ."
"1515";"T001100";"GM0784";"2013JJ00";"    1750";"    3550";"       ."
"1516";"T001100";"GM0784";"2014JJ00";"    1300";"    3450";"       ."
"1517";"T001100";"GM0784";"2015JJ00";"    1380";"    3360";"       ."
"1518";"T001100";"GM0784";"2016JJ00";"    1420";"    3310";"       ."
"1519";"T001100";"GM0784";"2017JJ00";"    1370";"    3260";"       ."
